complex,seed,step,n_frag,n_atoms,rmsd,rot_mean_deg,rot_max_deg,trans_mean_A,com_offset_A,step_rot_deg,step_trans_A
6ZPB_3D1,1,2,3,18,6.2197,151.596,176.977,6.1933,2.8558,0.920,0.1767
6ZPB_3D1,1,3,3,18,6.1065,152.275,177.081,6.0706,2.7438,1.490,0.1795
6ZPB_3D1,1,4,3,18,6.0130,153.293,177.172,5.9725,2.6324,2.205,0.1838
6ZPB_3D1,1,5,3,18,5.9468,154.732,177.295,5.9027,2.5234,2.832,0.1920
6ZPB_3D1,1,6,3,18,5.9053,156.448,177.425,5.8589,2.4207,3.083,0.1908
6ZPB_3D1,1,7,3,18,5.8786,158.318,177.553,5.8342,2.3198,3.605,0.1983
6ZPB_3D1,1,8,3,18,5.8697,160.585,177.729,5.8292,2.2209,3.558,0.1955
6ZPB_3D1,1,9,3,18,5.8667,162.850,177.872,5.8300,2.1278,3.623,0.1954
6ZPB_3D1,1,10,3,18,5.8686,165.181,178.173,5.8393,2.0283,3.402,0.1871
6ZPB_3D1,1,11,3,18,5.8731,167.361,178.552,5.8469,1.9292,3.410,0.1844
6ZPB_3D1,1,12,3,18,5.8872,169.522,179.140,5.8669,1.8385,3.199,0.1766
6ZPB_3D1,1,13,3,18,5.8972,171.543,179.941,5.8833,1.7405,3.181,0.1753
6ZPB_3D1,1,14,3,18,5.9104,172.540,178.978,5.9040,1.6411,3.213,0.1672
6ZPB_3D1,1,15,3,18,5.9244,173.001,177.480,5.9249,1.5438,3.343,0.1646
6ZPB_3D1,1,16,3,18,5.9473,173.345,175.857,5.9519,1.4505,3.579,0.1603
6ZPB_3D1,1,17,3,18,5.9621,173.686,174.445,5.9744,1.3560,3.683,0.1653
6ZPB_3D1,1,18,3,18,5.9811,173.597,174.235,5.9975,1.2651,3.530,0.1615
6ZPB_3D1,1,19,3,18,6.0029,173.573,175.188,6.0264,1.1821,3.486,0.1620
6ZPB_3D1,1,20,3,18,6.0344,173.582,175.876,6.0644,1.1130,3.160,0.1506
6ZPB_3D1,1,21,3,18,6.0707,173.575,175.931,6.1065,1.0577,3.362,0.1362
6ZPB_3D1,1,22,3,18,6.1078,173.637,175.386,6.1507,1.0228,3.761,0.1138
6ZPB_3D1,1,23,3,18,6.1596,173.638,173.768,6.2109,1.0122,4.121,0.0975
6ZPB_3D1,1,24,3,18,6.2202,173.645,175.758,6.2759,1.0260,0.000,0.0000
7A1P_QW2,1,0,4,13,3.4400,123.348,148.936,2.5665,1.5034,0.412,0.1791
7A1P_QW2,1,1,4,13,3.3069,123.129,148.453,2.4116,1.4693,0.402,0.1730
7A1P_QW2,1,2,4,13,3.1840,122.962,148.043,2.2666,1.4373,0.416,0.1710
7A1P_QW2,1,3,4,13,3.0686,122.793,147.716,2.1279,1.4078,0.454,0.1703
7A1P_QW2,1,4,4,13,2.9596,122.584,147.492,1.9951,1.3791,0.546,0.1669
7A1P_QW2,1,5,4,13,2.8586,122.287,147.198,1.8708,1.3519,0.650,0.1591
7A1P_QW2,1,6,4,13,2.7680,121.871,146.708,1.7584,1.3273,0.755,0.1564
7A1P_QW2,1,7,4,13,2.6849,121.362,146.023,1.6566,1.3017,1.068,0.1565
7A1P_QW2,1,8,4,13,2.6056,120.716,145.214,1.5634,1.2758,1.292,0.1593
7A1P_QW2,1,9,4,13,2.5345,119.980,144.261,1.4889,1.2530,1.610,0.1593
7A1P_QW2,1,10,4,13,2.4677,119.074,143.287,1.4306,1.2248,1.795,0.1603
7A1P_QW2,1,11,4,13,2.4127,118.119,142.212,1.4004,1.2036,2.016,0.1592
7A1P_QW2,1,12,4,13,2.3664,117.157,140.921,1.3877,1.1813,2.251,0.1590
7A1P_QW2,1,13,4,13,2.3272,116.149,139.582,1.3859,1.1581,2.576,0.1620
7A1P_QW2,1,14,4,13,2.2976,115.122,138.213,1.3958,1.1350,2.765,0.1724
7A1P_QW2,1,15,4,13,2.2821,114.192,136.801,1.4190,1.1097,2.871,0.1718
7A1P_QW2,1,16,4,13,2.2776,113.407,135.278,1.4436,1.0789,2.967,0.1824
7A1P_QW2,1,17,4,13,2.2916,112.789,133.633,1.4787,1.0448,2.910,0.1977
7A1P_QW2,1,18,4,13,2.3305,112.418,131.610,1.5257,1.0008,3.043,0.2014
7A1P_QW2,1,19,4,13,2.3949,112.232,129.608,1.5920,0.9589,3.117,0.2072
7A1P_QW2,1,20,4,13,2.4823,112.050,129.781,1.6830,0.9164,2.872,0.2163
7A1P_QW2,1,21,4,13,2.6007,112.175,130.172,1.8248,0.8776,2.640,0.2227
7A1P_QW2,1,22,4,13,2.7477,112.341,130.810,2.0069,0.8400,2.577,0.2311
7A1P_QW2,1,23,4,13,2.9241,112.468,131.557,2.2122,0.8071,2.660,0.2358
7A1P_QW2,1,24,4,13,3.1156,112.046,132.234,2.4238,0.7622,0.000,0.0000
7AMC_73B,1,0,5,31,7.2232,131.948,171.279,6.8685,3.1038,0.495,0.2540
7AMC_73B,1,1,5,31,7.0435,131.768,171.181,6.6905,2.9637,0.479,0.2495
7AMC_73B,1,2,5,31,6.8739,131.610,171.053,6.5243,2.8241,0.639,0.2486
7AMC_73B,1,3,5,31,6.7048,131.398,170.864,6.3597,2.6872,0.845,0.2475
7AMC_73B,1,4,5,31,6.5308,131.091,170.656,6.1916,2.5500,1.010,0.2381
7AMC_73B,1,5,5,31,6.3596,130.752,170.385,6.0274,2.4193,1.299,0.2316
7AMC_73B,1,6,5,31,6.1910,130.279,170.249,5.8650,2.2958,1.473,0.2209
7AMC_73B,1,7,5,31,6.0306,129.694,170.120,5.7089,2.1856,1.824,0.2219
7AMC_73B,1,8,5,31,5.8647,128.994,170.126,5.5486,2.0748,2.077,0.2287
7AMC_73B,1,9,5,31,5.6926,128.185,170.156,5.3806,1.9688,2.463,0.2281
7AMC_73B,1,10,5,31,5.5162,127.210,170.219,5.2084,1.8716,2.952,0.2396
7AMC_73B,1,11,5,31,5.3308,126.135,170.365,5.0244,1.7773,3.301,0.2477
7AMC_73B,1,12,5,31,5.1438,124.949,170.567,4.8364,1.6889,3.513,0.2560
7AMC_73B,1,13,5,31,4.9594,123.802,170.898,4.6492,1.6067,3.735,0.2647
7AMC_73B,1,14,5,31,4.7755,122.632,171.153,4.4606,1.5290,3.950,0.2716
7AMC_73B,1,15,5,31,4.5977,121.428,171.414,4.2764,1.4611,4.003,0.2759
7AMC_73B,1,16,5,31,4.4285,120.338,172.007,4.1013,1.4046,4.145,0.2780
7AMC_73B,1,17,5,31,4.2635,119.345,172.824,3.9346,1.3695,4.444,0.2828
7AMC_73B,1,18,5,31,4.1087,118.318,173.366,3.7866,1.3552,4.476,0.2802
7AMC_73B,1,19,5,31,3.9640,117.310,173.544,3.6608,1.3665,4.723,0.2787
7AMC_73B,1,20,5,31,3.8352,116.310,173.547,3.5636,1.4024,4.779,0.2695
7AMC_73B,1,21,5,31,3.7304,115.487,173.605,3.4906,1.4619,4.931,0.2686
7AMC_73B,1,22,5,31,3.6517,114.785,173.492,3.4414,1.5424,5.298,0.2509
7AMC_73B,1,23,5,31,3.6028,114.613,173.616,3.4090,1.6318,5.904,0.2432
7AMC_73B,1,24,5,31,3.5942,115.032,173.511,3.4065,1.7251,0.000,0.0000
7AVI_S2Q,1,0,6,27,7.3545,115.688,169.698,7.0241,3.9879,0.613,0.1932
7AVI_S2Q,1,1,6,27,7.2804,115.549,169.623,6.9389,3.9099,0.598,0.1866
7AVI_S2Q,1,2,6,27,7.2106,115.427,169.555,6.8579,3.8364,0.772,0.1871
7AVI_S2Q,1,3,6,27,7.1567,115.312,169.508,6.7928,3.7724,0.966,0.1900
7AVI_S2Q,1,4,6,27,7.1199,115.241,169.497,6.7430,3.7101,1.228,0.1985
7AVI_S2Q,1,5,6,27,7.1023,115.219,169.500,6.7117,3.6464,1.534,0.2087
7AVI_S2Q,1,6,6,27,7.1032,115.342,169.489,6.6986,3.5922,1.774,0.2025
7AVI_S2Q,1,7,6,27,7.1098,115.584,169.512,6.6876,3.5421,2.109,0.2155
7AVI_S2Q,1,8,6,27,7.1357,116.020,169.566,6.6957,3.5032,2.412,0.2216
7AVI_S2Q,1,9,6,27,7.1692,116.762,169.734,6.7084,3.4694,2.759,0.2265
7AVI_S2Q,1,10,6,27,7.2139,117.937,170.025,6.7290,3.4332,3.157,0.2387
7AVI_S2Q,1,11,6,27,7.2675,119.512,170.282,6.7541,3.3991,3.490,0.2483
7AVI_S2Q,1,12,6,27,7.3311,121.447,170.598,6.7849,3.3716,3.656,0.2544
7AVI_S2Q,1,13,6,27,7.3994,123.564,170.845,6.8175,3.3470,3.931,0.2634
7AVI_S2Q,1,14,6,27,7.4738,125.848,171.184,6.8497,3.3340,4.389,0.2734
7AVI_S2Q,1,15,6,27,7.5519,128.440,171.471,6.8772,3.3294,4.477,0.2729
7AVI_S2Q,1,16,6,27,7.6397,131.142,171.771,6.9101,3.3299,4.638,0.2753
7AVI_S2Q,1,17,6,27,7.7272,133.844,173.625,6.9417,3.3360,4.909,0.2798
7AVI_S2Q,1,18,6,27,7.8194,136.768,176.219,6.9792,3.3476,4.947,0.2829
7AVI_S2Q,1,19,6,27,7.9241,139.844,178.540,7.0315,3.3785,4.770,0.2844
7AVI_S2Q,1,20,6,27,8.0439,142.642,179.229,7.1098,3.4243,4.847,0.2754
7AVI_S2Q,1,21,6,27,8.1764,144.767,176.740,7.2120,3.4791,4.849,0.2787
7AVI_S2Q,1,22,6,27,8.3213,146.827,174.269,7.3390,3.5479,4.870,0.2796
7AVI_S2Q,1,23,6,27,8.4882,148.833,172.403,7.4933,3.6428,4.909,0.2931
7AVI_S2Q,1,24,6,27,8.6720,150.945,176.267,7.6647,3.7637,0.000,0.0000
7BJ6_TVK,1,0,6,37,6.7438,136.094,173.637,6.4592,3.6356,0.390,0.2196
7BJ6_TVK,1,1,6,37,6.5592,136.324,173.515,6.2867,3.4708,0.356,0.2112
7BJ6_TVK,1,2,6,37,6.3860,136.508,173.406,6.1220,3.3092,0.405,0.2126
7BJ6_TVK,1,3,6,37,6.2232,136.722,173.678,5.9644,3.1497,0.518,0.2178
7BJ6_TVK,1,4,6,37,6.0740,137.077,174.765,5.8186,2.9942,0.703,0.2193
7BJ6_TVK,1,5,6,37,5.9380,137.497,175.929,5.6842,2.8393,0.804,0.2257
7BJ6_TVK,1,6,6,37,5.8131,137.991,177.064,5.5612,2.6788,0.940,0.2267
7BJ6_TVK,1,7,6,37,5.7054,138.466,178.265,5.4536,2.5266,1.073,0.2450
7BJ6_TVK,1,8,6,37,5.6193,138.959,179.496,5.3685,2.3736,1.190,0.2565
7BJ6_TVK,1,9,6,37,5.5490,139.252,179.251,5.2996,2.2226,1.342,0.2696
7BJ6_TVK,1,10,6,37,5.4968,139.413,177.911,5.2562,2.0700,1.596,0.2754
7BJ6_TVK,1,11,6,37,5.4696,139.699,176.456,5.2396,1.9240,1.815,0.2782
7BJ6_TVK,1,12,6,37,5.4643,139.993,175.056,5.2448,1.7860,2.028,0.2789
7BJ6_TVK,1,13,6,37,5.4807,140.416,173.678,5.2745,1.6586,2.183,0.2817
7BJ6_TVK,1,14,6,37,5.5137,140.858,172.117,5.3229,1.5428,2.393,0.2725
7BJ6_TVK,1,15,6,37,5.5545,141.197,171.910,5.3781,1.4436,2.509,0.2602
7BJ6_TVK,1,16,6,37,5.6122,141.524,171.628,5.4509,1.3704,2.645,0.2580
7BJ6_TVK,1,17,6,37,5.6811,141.780,171.361,5.5345,1.3161,2.548,0.2546
7BJ6_TVK,1,18,6,37,5.7589,141.902,170.991,5.6239,1.2853,2.648,0.2496
7BJ6_TVK,1,19,6,37,5.8532,142.001,173.136,5.7283,1.2848,2.702,0.2456
7BJ6_TVK,1,20,6,37,5.9568,141.950,175.765,5.8414,1.3109,2.924,0.2349
7BJ6_TVK,1,21,6,37,6.0666,141.693,178.526,5.9579,1.3614,3.202,0.2389
7BJ6_TVK,1,22,6,37,6.1888,140.859,178.397,6.0828,1.4389,3.411,0.2400
7BJ6_TVK,1,23,6,37,6.3206,139.372,175.346,6.2105,1.5403,3.834,0.2524
7BJ6_TVK,1,24,6,37,6.4671,138.064,171.531,6.3467,1.6550,0.000,0.0000
7BLG_GAL,1,0,2,12,13.8053,179.759,179.759,10.5991,13.2226,0.958,0.3868
7BLG_GAL,1,1,2,12,13.3877,179.216,179.216,10.2203,12.7997,0.886,0.3812
7BLG_GAL,1,2,2,12,12.9792,178.731,178.731,9.8456,12.3850,0.803,0.3862
7BLG_GAL,1,3,2,12,12.5614,178.287,178.287,9.4649,11.9609,0.707,0.4110
7BLG_GAL,1,4,2,12,12.1125,177.839,177.839,9.0587,11.5052,0.806,0.4110
7BLG_GAL,1,5,2,12,11.6666,177.235,177.235,8.6537,11.0514,0.953,0.4032
7BLG_GAL,1,6,2,12,11.2260,176.585,176.585,8.2567,10.6026,1.093,0.3982
7BLG_GAL,1,7,2,12,10.7897,175.806,175.806,7.8652,10.1572,1.321,0.3865
7BLG_GAL,1,8,2,12,10.3652,174.796,174.796,7.4859,9.7233,1.366,0.3901
7BLG_GAL,1,9,2,12,9.9374,173.837,173.837,7.1045,9.2848,1.181,0.3994
7BLG_GAL,1,10,2,12,9.5037,172.964,172.964,6.7153,8.8380,1.296,0.3978
7BLG_GAL,1,11,2,12,9.0773,171.986,171.986,6.3303,8.3963,1.303,0.3990
7BLG_GAL,1,12,2,12,8.6576,171.105,171.105,5.9488,7.9585,0.974,0.4047
7BLG_GAL,1,13,2,12,8.2407,170.436,170.436,5.5656,7.5202,0.745,0.4126
7BLG_GAL,1,14,2,12,7.8366,170.007,170.007,5.1875,7.0909,0.540,0.4143
7BLG_GAL,1,15,2,12,7.4505,169.777,169.777,4.8210,6.6761,0.470,0.4212
7BLG_GAL,1,16,2,12,7.0981,169.701,169.701,4.4708,6.2895,0.513,0.4194
7BLG_GAL,1,17,2,12,6.7758,169.801,169.801,4.1380,5.9284,0.687,0.4262
7BLG_GAL,1,18,2,12,6.4795,170.261,170.261,3.8205,5.5862,0.831,0.4214
7BLG_GAL,1,19,2,12,6.2307,170.985,170.985,3.5471,5.2875,1.117,0.4261
7BLG_GAL,1,20,2,12,6.0280,171.901,171.901,3.3331,5.0273,1.307,0.4133
7BLG_GAL,1,21,2,12,5.8823,172.819,172.819,3.2282,4.8211,1.266,0.4076
7BLG_GAL,1,22,2,12,5.7816,173.560,173.560,3.2389,4.6568,1.600,0.3768
7BLG_GAL,1,23,2,12,5.7418,174.096,174.096,3.3348,4.5541,2.019,0.3392
7BLG_GAL,1,24,2,12,5.7709,174.213,174.213,3.4828,4.5232,0.000,0.0000
7BNH_BEZ,1,0,2,9,3.2061,127.593,173.922,2.3782,2.2781,0.337,0.1270
7BNH_BEZ,1,1,2,9,3.1323,127.600,173.679,2.2889,2.1962,0.344,0.1220
7BNH_BEZ,1,2,2,9,3.0629,127.630,173.450,2.2043,2.1151,0.471,0.1257
7BNH_BEZ,1,3,2,9,2.9944,127.629,173.104,2.1212,2.0319,0.653,0.1326
7BNH_BEZ,1,4,2,9,2.9256,127.548,172.548,2.0391,1.9448,0.836,0.1380
7BNH_BEZ,1,5,2,9,2.8607,127.423,171.820,1.9625,1.8577,1.247,0.1433
7BNH_BEZ,1,6,2,9,2.8031,127.206,170.709,1.8974,1.7758,1.485,0.1407
7BNH_BEZ,1,7,2,9,2.7569,127.003,169.431,1.8489,1.7029,1.954,0.1511
7BNH_BEZ,1,8,2,9,2.7216,126.915,167.939,1.8167,1.6358,2.260,0.1519
7BNH_BEZ,1,9,2,9,2.7012,126.916,166.306,1.8062,1.5802,2.472,0.1625
7BNH_BEZ,1,10,2,9,2.6853,126.975,164.496,1.8073,1.5187,2.958,0.1721
7BNH_BEZ,1,11,2,9,2.6866,127.014,162.319,1.8295,1.4661,3.210,0.1788
7BNH_BEZ,1,12,2,9,2.7075,127.044,159.933,1.8752,1.4260,3.437,0.1869
7BNH_BEZ,1,13,2,9,2.7506,127.322,157.646,1.9453,1.3994,3.507,0.1934
7BNH_BEZ,1,14,2,9,2.8131,127.682,155.492,2.0341,1.3860,3.721,0.1966
7BNH_BEZ,1,15,2,9,2.8978,128.504,153.733,2.1438,1.3874,3.567,0.1877
7BNH_BEZ,1,16,2,9,2.9929,129.712,152.542,2.2609,1.3956,3.535,0.1806
7BNH_BEZ,1,17,2,9,3.0949,131.101,151.537,2.3847,1.4129,3.358,0.1778
7BNH_BEZ,1,18,2,9,3.2052,132.381,150.452,2.5133,1.4458,3.452,0.1750
7BNH_BEZ,1,19,2,9,3.3237,133.630,149.219,2.6442,1.4957,3.366,0.1697
7BNH_BEZ,1,20,2,9,3.4452,134.983,148.108,2.7730,1.5508,3.455,0.1638
7BNH_BEZ,1,21,2,9,3.5742,136.316,146.965,2.9031,1.6222,3.485,0.1561
7BNH_BEZ,1,22,2,9,3.7044,137.613,145.644,3.0289,1.7024,3.607,0.1451
7BNH_BEZ,1,23,2,9,3.8360,138.786,143.904,3.1532,1.7976,3.706,0.1400
7BNH_BEZ,1,24,2,9,3.9722,139.930,142.012,3.2743,1.9123,0.000,0.0000
7C8Q_DSG,1,0,3,9,6.1620,124.216,157.693,5.6480,4.8910,0.224,0.2409
7C8Q_DSG,1,1,3,9,5.9382,124.275,157.863,5.4187,4.6642,0.231,0.2314
7C8Q_DSG,1,2,3,9,5.7252,124.325,158.028,5.1997,4.4470,0.299,0.2372
7C8Q_DSG,1,3,3,9,5.5094,124.368,158.207,4.9772,4.2241,0.409,0.2302
7C8Q_DSG,1,4,3,9,5.3021,124.409,158.400,4.7635,4.0079,0.530,0.2228
7C8Q_DSG,1,5,3,9,5.1053,124.450,158.617,4.5596,3.7994,0.689,0.2192
7C8Q_DSG,1,6,3,9,4.9158,124.499,158.909,4.3622,3.5957,0.827,0.1995
7C8Q_DSG,1,7,3,9,4.7470,124.579,159.352,4.1853,3.4131,1.196,0.1953
7C8Q_DSG,1,8,3,9,4.5908,124.734,160.110,4.0185,3.2366,1.525,0.1848
7C8Q_DSG,1,9,3,9,4.4516,124.953,161.100,3.8684,3.0729,1.889,0.1843
7C8Q_DSG,1,10,3,9,4.3247,125.366,162.529,3.7293,2.9121,2.443,0.1721
7C8Q_DSG,1,11,3,9,4.2226,126.068,164.513,3.6142,2.7660,2.870,0.1670
7C8Q_DSG,1,12,3,9,4.1366,127.011,167.024,3.5163,2.6272,3.167,0.1730
7C8Q_DSG,1,13,3,9,4.0591,128.134,169.882,3.4285,2.4839,3.394,0.1752
7C8Q_DSG,1,14,3,9,3.9888,129.441,173.064,3.3515,2.3379,3.565,0.1741
7C8Q_DSG,1,15,3,9,3.9276,130.956,176.532,3.2886,2.1975,3.675,0.1750
7C8Q_DSG,1,16,3,9,3.8764,132.518,179.900,3.2398,2.0597,3.819,0.1768
7C8Q_DSG,1,17,3,9,3.8320,131.882,176.381,3.2022,1.9259,3.991,0.1745
7C8Q_DSG,1,18,3,9,3.8011,131.367,172.898,3.1810,1.8048,4.289,0.1732
7C8Q_DSG,1,19,3,9,3.7808,130.922,169.488,3.1705,1.6922,4.557,0.1716
7C8Q_DSG,1,20,3,9,3.7751,130.547,165.944,3.1745,1.5882,4.807,0.1553
7C8Q_DSG,1,21,3,9,3.7839,130.262,162.591,3.1928,1.5084,5.002,0.1499
7C8Q_DSG,1,22,3,9,3.8104,130.064,158.968,3.2255,1.4436,5.078,0.1283
7C8Q_DSG,1,23,3,9,3.8595,129.933,155.195,3.2821,1.4034,4.921,0.1216
7C8Q_DSG,1,24,3,9,3.9281,129.721,150.908,3.3584,1.3788,0.000,0.0000
7CIJ_G0C,1,0,5,21,5.2514,124.067,173.057,4.2079,2.2500,0.112,0.1337
7CIJ_G0C,1,1,5,21,5.1751,123.964,172.922,4.1119,2.1785,0.124,0.1275
7CIJ_G0C,1,2,5,21,5.1036,123.860,172.789,4.0228,2.1112,0.145,0.1264
7CIJ_G0C,1,3,5,21,5.0335,123.766,172.646,3.9356,2.0445,0.261,0.1296
7CIJ_G0C,1,4,5,21,4.9625,123.722,172.551,3.8466,1.9762,0.372,0.1312
7CIJ_G0C,1,5,5,21,4.8923,123.651,172.493,3.7578,1.9101,0.491,0.1364
7CIJ_G0C,1,6,5,21,4.8232,123.524,172.498,3.6686,1.8461,0.603,0.1416
7CIJ_G0C,1,7,5,21,4.7551,123.410,172.585,3.5793,1.7841,0.898,0.1575
7CIJ_G0C,1,8,5,21,4.6867,123.347,172.834,3.4852,1.7285,1.019,0.1646
7CIJ_G0C,1,9,5,21,4.6196,123.452,173.276,3.3927,1.6707,1.184,0.1794
7CIJ_G0C,1,10,5,21,4.5488,123.774,173.851,3.2959,1.6097,1.216,0.1934
7CIJ_G0C,1,11,5,21,4.4774,124.216,174.600,3.2002,1.5463,1.453,0.2110
7CIJ_G0C,1,12,5,21,4.4067,124.850,175.320,3.1039,1.4798,1.561,0.2204
7CIJ_G0C,1,13,5,21,4.3437,125.643,176.037,3.0109,1.4096,1.597,0.2307
7CIJ_G0C,1,14,5,21,4.2918,126.614,176.677,2.9214,1.3352,1.583,0.2343
7CIJ_G0C,1,15,5,21,4.2530,127.523,177.210,2.8372,1.2573,1.554,0.2368
7CIJ_G0C,1,16,5,21,4.2279,128.355,177.729,2.7580,1.1722,1.596,0.2364
7CIJ_G0C,1,17,5,21,4.2202,129.202,178.291,2.6866,1.0851,1.742,0.2431
7CIJ_G0C,1,18,5,21,4.2299,130.093,178.773,2.6180,0.9978,1.858,0.2350
7CIJ_G0C,1,19,5,21,4.2584,131.099,179.035,2.5587,0.9169,1.929,0.2388
7CIJ_G0C,1,20,5,21,4.3035,132.242,179.308,2.5066,0.8435,2.045,0.2361
7CIJ_G0C,1,21,5,21,4.3653,133.549,179.688,2.4718,0.7832,2.046,0.2373
7CIJ_G0C,1,22,5,21,4.4366,134.695,179.981,2.4713,0.7387,2.745,0.2411
7CIJ_G0C,1,23,5,21,4.5087,135.432,179.572,2.5310,0.7004,3.551,0.2491
7CIJ_G0C,1,24,5,21,4.5849,136.152,178.741,2.6580,0.6554,0.000,0.0000
7CNQ_G8X,1,0,2,9,5.1236,46.313,46.922,5.1245,2.7309,0.460,0.1945
7CNQ_G8X,1,1,2,9,4.9347,46.574,47.078,4.9375,2.6196,0.403,0.1825
7CNQ_G8X,1,2,2,9,4.7576,46.755,47.093,4.7636,2.5135,0.413,0.1857
7CNQ_G8X,1,3,2,9,4.5779,47.006,47.151,4.5872,2.4071,0.471,0.1858
7CNQ_G8X,1,4,2,9,4.3988,47.263,47.460,4.4099,2.3031,0.647,0.1790
7CNQ_G8X,1,5,2,9,4.2260,47.618,48.272,4.2387,2.2023,0.837,0.1773
7CNQ_G8X,1,6,2,9,4.0538,48.002,49.151,4.0673,2.1042,1.041,0.1694
7CNQ_G8X,1,7,2,9,3.8895,48.401,50.069,3.9020,2.0143,1.323,0.1722
7CNQ_G8X,1,8,2,9,3.7220,48.724,51.189,3.7319,1.9201,1.416,0.1681
7CNQ_G8X,1,9,2,9,3.5618,49.023,52.348,3.5669,1.8402,1.622,0.1716
7CNQ_G8X,1,10,2,9,3.3993,49.275,53.596,3.3985,1.7591,1.882,0.1636
7CNQ_G8X,1,11,2,9,3.2502,49.598,54.968,3.2415,1.6936,2.009,0.1624
7CNQ_G8X,1,12,2,9,3.1059,49.941,56.303,3.0884,1.6322,2.034,0.1630
7CNQ_G8X,1,13,2,9,2.9624,50.254,57.480,2.9360,1.5684,2.018,0.1646
7CNQ_G8X,1,14,2,9,2.8214,50.599,58.420,2.7835,1.5086,1.932,0.1625
7CNQ_G8X,1,15,2,9,2.6836,50.889,59.028,2.6333,1.4486,2.023,0.1608
7CNQ_G8X,1,16,2,9,2.5518,51.214,59.429,2.4891,1.3944,2.328,0.1579
7CNQ_G8X,1,17,2,9,2.4278,51.693,59.724,2.3486,1.3424,2.278,0.1565
7CNQ_G8X,1,18,2,9,2.3117,52.157,59.724,2.2144,1.2980,2.407,0.1516
7CNQ_G8X,1,19,2,9,2.2053,52.513,59.488,2.0870,1.2600,2.385,0.1518
7CNQ_G8X,1,20,2,9,2.1071,52.901,59.175,1.9643,1.2297,2.225,0.1546
7CNQ_G8X,1,21,2,9,2.0160,53.283,59.144,1.8426,1.2053,2.252,0.1550
7CNQ_G8X,1,22,2,9,1.9435,53.805,59.193,1.7376,1.2021,2.094,0.1497
7CNQ_G8X,1,23,2,9,1.8940,54.512,59.716,1.6604,1.2207,2.220,0.1501
7CNQ_G8X,1,24,2,9,1.8716,55.532,60.828,1.6201,1.2673,0.000,0.0000
7CUO_PHB,1,0,2,10,3.3615,133.959,167.340,2.4982,2.4284,0.223,0.1072
7CUO_PHB,1,1,2,10,3.2992,133.969,167.525,2.4286,2.3320,0.217,0.1026
7CUO_PHB,1,2,2,10,3.2417,133.984,167.715,2.3644,2.2403,0.277,0.1006
7CUO_PHB,1,3,2,10,3.1855,133.970,167.909,2.3014,2.1487,0.439,0.0986
7CUO_PHB,1,4,2,10,3.1287,133.884,168.086,2.2382,2.0565,0.694,0.0949
7CUO_PHB,1,5,2,10,3.0708,133.731,168.275,2.1740,1.9649,1.043,0.0938
7CUO_PHB,1,6,2,10,3.0082,133.478,168.427,2.1046,1.8709,1.298,0.0906
7CUO_PHB,1,7,2,10,2.9438,133.196,168.586,2.0335,1.7781,1.944,0.0891
7CUO_PHB,1,8,2,10,2.8720,132.745,168.738,1.9543,1.6868,2.391,0.0922
7CUO_PHB,1,9,2,10,2.7954,132.199,168.877,1.8703,1.5958,2.905,0.1041
7CUO_PHB,1,10,2,10,2.7086,131.624,169.110,1.7735,1.4975,3.509,0.1089
7CUO_PHB,1,11,2,10,2.6167,130.884,169.220,1.6722,1.4033,3.942,0.1157
7CUO_PHB,1,12,2,10,2.5217,130.166,169.324,1.5667,1.3084,4.263,0.1226
7CUO_PHB,1,13,2,10,2.4255,129.478,169.494,1.4573,1.2134,4.428,0.1225
7CUO_PHB,1,14,2,10,2.3336,128.923,169.738,1.3516,1.1222,4.550,0.1244
7CUO_PHB,1,15,2,10,2.2491,128.686,170.292,1.2494,1.0338,4.524,0.1219
7CUO_PHB,1,16,2,10,2.1743,128.748,170.795,1.1560,0.9540,4.621,0.1230
7CUO_PHB,1,17,2,10,2.1097,129.198,171.453,1.0706,0.8795,4.789,0.1289
7CUO_PHB,1,18,2,10,2.0518,129.942,172.113,0.9891,0.8043,5.111,0.1265
7CUO_PHB,1,19,2,10,2.0063,130.996,172.822,0.9272,0.7364,5.362,0.1287
7CUO_PHB,1,20,2,10,1.9713,132.284,173.406,0.8837,0.6752,5.677,0.1227
7CUO_PHB,1,21,2,10,1.9499,133.777,174.011,0.8663,0.6221,6.094,0.1229
7CUO_PHB,1,22,2,10,1.9403,135.382,174.625,0.8773,0.5789,6.355,0.1057
7CUO_PHB,1,23,2,10,1.9406,136.711,174.804,0.9091,0.5481,6.206,0.0866
7CUO_PHB,1,24,2,10,1.9494,137.778,174.752,0.9581,0.5252,0.000,0.0000
7D8Q_GZF,1,0,4,28,5.7547,129.608,165.696,4.2109,4.3119,0.388,0.1733
7D8Q_GZF,1,1,4,28,5.6812,129.708,165.617,4.0889,4.2062,0.335,0.1644
7D8Q_GZF,1,2,4,28,5.6171,129.817,165.566,3.9779,4.1089,0.468,0.1567
7D8Q_GZF,1,3,4,28,5.5565,129.835,165.390,3.8731,4.0152,0.703,0.1514
7D8Q_GZF,1,4,4,28,5.4963,129.742,165.063,3.7729,3.9220,1.030,0.1475
7D8Q_GZF,1,5,4,28,5.4402,129.571,164.490,3.6806,3.8298,1.457,0.1501
7D8Q_GZF,1,6,4,28,5.3916,129.386,163.704,3.5996,3.7381,1.724,0.1536
7D8Q_GZF,1,7,4,28,5.3505,129.253,162.786,3.5352,3.6464,2.154,0.1658
