complex,arm,n,moden,gross_anteil,hat_korrekte,n_korrekt,gross_richtig,wahl_gross,trifft
7T0D_FPP,Separate,201,16,0.8159203980099502,True,2,False,True,True
7T1D_E7K,Separate,200,23,0.51,True,21,False,False,True
7T3E_SLB,Separate,201,22,0.7910447761194029,True,41,False,True,True
7TB0_UD1,Separate,201,82,0.09950248756218906,False,0,False,False,False
7TBU_S3P,Separate,200,21,0.48,True,42,False,True,True
7TE8_P0T,Separate,200,26,0.25,True,46,False,True,True
7TH4_FFO,Separate,201,99,0.04477611940298507,False,0,False,False,False
7THI_PGA,Separate,201,3,0.5074626865671642,True,43,False,True,True
7TM6_GPJ,Separate,201,1,1.0,True,61,False,True,True
7TOM_5AD,Separate,202,9,0.24752475247524752,True,11,False,False,True
7TS6_KMI,Separate,202,59,0.1485148514851485,False,0,False,False,False
7TSF_H4B,Separate,203,17,0.6157635467980296,False,0,False,False,False
7TUO_KL9,Separate,202,15,0.3910891089108911,True,5,False,False,True
7TXK_LW8,Separate,200,10,0.875,True,52,False,True,True
7TYP_KUR,Separate,200,50,0.265,True,1,False,True,True
7U0U_FK5,Separate,200,197,0.01,False,0,False,False,False
7U3J_L6U,Separate,200,119,0.035,False,0,False,False,False
7UAS_MBU,Separate,200,156,0.03,False,0,False,True,False
7UAW_MF6,Separate,201,99,0.0845771144278607,False,0,False,False,False
7UJ4_OQ4,Separate,200,174,0.03,False,0,False,False,False
7UJ5_DGL,Separate,201,4,0.9751243781094527,True,36,False,True,True
7UJF_R3V,Separate,201,5,0.9154228855721394,True,42,False,True,True
7ULC_56B,Separate,202,30,0.5841584158415841,True,5,False,True,True
7UMW_NAD,Separate,201,73,0.13432835820895522,False,0,False,False,False
7UQ3_O2U,Separate,202,5,0.7326732673267327,True,12,False,True,True
7USH_82V,Separate,204,28,0.6323529411764706,True,75,True,True,True
7UTW_NAI,Separate,201,55,0.4527363184079602,False,0,False,False,False
7UXS_OJC,Separate,201,67,0.23383084577114427,False,0,False,True,False
7UY4_SMI,Separate,200,42,0.175,False,0,False,False,False
7UYB_OK0,Separate,200,51,0.185,True,3,False,False,True
7V14_ORU,Separate,200,6,0.96,True,28,False,True,True
7V3N_AKG,Separate,202,4,0.9603960396039604,True,39,False,True,True
7V3S_5I9,Separate,200,9,0.82,True,60,False,True,True
7V43_C4O,Separate,202,7,0.48514851485148514,True,93,False,True,False
7VB8_STL,Separate,201,6,0.373134328358209,True,125,True,False,False
7VBU_6I4,Separate,200,15,0.605,True,114,True,True,True
7VC5_9SF,Separate,200,6,0.595,True,60,False,True,True
7VKZ_NOJ,Separate,200,5,0.855,True,68,False,True,True
7VQ9_ISY,Separate,200,29,0.22,True,21,False,False,True
7VWF_K55,Separate,201,24,0.8258706467661692,True,15,False,True,True
7VYJ_CA0,Separate,200,14,0.54,True,3,False,False,False
7W05_GMP,Separate,200,30,0.255,True,14,False,False,True
7W06_ITN,Separate,201,8,0.472636815920398,True,21,False,False,True
7WCF_ACP,Separate,200,21,0.575,True,34,False,True,True
7WDT_NGS,Separate,200,12,0.765,True,3,False,True,False
7WJB_BGC,Separate,200,12,0.375,True,3,False,True,True
7WKL_CAQ,Separate,200,6,0.515,True,109,True,True,True
7WL4_JFU,Separate,200,29,0.4,True,23,False,True,True
7WPW_F15,Separate,200,19,0.7,True,58,False,True,True
7WQQ_5Z6,Separate,200,3,0.535,True,65,False,False,True
7WUX_6OI,Separate,201,50,0.15422885572139303,False,0,False,False,False
7WUY_76N,Separate,201,59,0.11442786069651742,False,0,False,False,False
7WY1_D0L,Separate,201,33,0.29850746268656714,True,6,False,True,True
7X5N_5M5,Separate,201,16,0.7562189054726368,True,23,False,True,True
7X9K_8OG,Separate,202,14,0.4504950495049505,True,16,False,True,True
7XBV_APC,Separate,201,57,0.21393034825870647,False,0,False,False,False
7XFA_D9J,Separate,200,63,0.09,True,3,False,False,False
7XG5_PLP,Separate,201,8,0.736318407960199,True,6,False,True,True
7XI7_4RI,Separate,200,21,0.625,True,66,True,True,True
7XJN_NSD,Separate,200,2,0.505,True,107,False,True,True
7XQZ_FPF,Separate,200,12,0.32,False,0,False,True,False
7XRL_FWK,Separate,201,47,0.14427860696517414,True,2,False,False,True
7YZU_DO7,Separate,200,9,0.835,True,19,False,True,True
7Z1Q_NIO,Separate,200,2,0.975,True,181,True,True,True
7Z2O_IAJ,Separate,200,7,0.87,True,6,False,True,False
7Z7F_IF3,Separate,200,13,0.375,True,20,False,False,True
7ZCC_OGA,Separate,201,4,0.5771144278606966,True,29,False,False,True
7ZDY_6MJ,Separate,200,7,0.585,True,17,False,True,True
7ZF0_DHR,Separate,203,8,0.9310344827586207,True,54,False,True,True
7ZHP_IQY,Separate,202,63,0.36633663366336633,True,3,False,True,True
7ZL5_IWE,Separate,201,7,0.8557213930348259,True,106,True,True,True
7ZOC_T8E,Separate,200,3,0.99,True,157,True,True,True
7ZTL_BCN,Separate,201,47,0.07960199004975124,True,3,False,False,False
7ZU2_DHT,Separate,200,5,0.705,True,120,True,True,True
7ZXV_45D,Separate,175,24,0.14285714285714285,True,2,False,False,False
7ZZW_KKW,Separate,200,18,0.41,True,15,False,False,True
8A1H_DLZ,Separate,200,32,0.385,True,7,False,False,True
8A2D_KXY,Separate,202,152,0.04950495049504951,False,0,False,False,False
8AAU_LH0,Separate,200,22,0.32,True,32,False,True,True
8AEM_LVF,Separate,201,12,0.572139303482587,True,91,True,True,True
8AIE_M7L,Separate,200,26,0.36,True,3,False,False,False
8AP0_PRP,Separate,200,70,0.175,False,0,False,False,False
8AQL_PLG,Separate,201,10,0.8706467661691543,True,28,False,True,True
8AUH_L9I,Separate,201,46,0.1044776119402985,True,2,False,True,False
8AY3_OE3,Separate,201,25,0.527363184079602,True,31,False,True,True
8B8H_OJQ,Separate,200,27,0.48,True,31,False,True,True
8BOM_QU6,Separate,200,7,0.52,True,9,False,True,True
8BTI_RFO,Separate,201,16,0.5323383084577115,True,72,True,True,True
8C3N_ADP,Separate,201,11,0.7412935323383084,True,30,False,True,True
8C5M_MTA,Separate,202,7,0.4752475247524752,True,24,False,True,True
8CNH_V6U,Separate,202,19,0.2524752475247525,True,9,False,True,False
8CSD_C5P,Separate,203,37,0.6847290640394089,True,23,False,True,True
8D19_GSH,Separate,201,49,0.4925373134328358,False,0,False,True,False
8D39_QDB,Separate,201,8,0.8557213930348259,True,22,False,True,True
8D5D_5DK,Separate,200,41,0.355,True,3,False,False,False
8DHG_T78,Separate,201,68,0.0945273631840796,True,4,False,True,True
8DKO_TFB,Separate,200,7,0.9,True,35,False,True,True
8DP2_UMA,Separate,201,183,0.014925373134328358,False,0,False,False,False
8DSC_NCA,Separate,200,6,0.83,True,147,True,True,True
8EAB_VN2,Separate,201,154,0.03980099502487562,False,0,False,True,False
8EX2_Q2Q,Separate,202,24,0.7821782178217822,True,117,True,True,True
8EXL_799,Separate,202,33,0.297029702970297,True,11,False,False,True
8EYE_X4I,Separate,201,27,0.417910447761194,True,4,False,False,True
8F4J_PHO,Separate,200,198,0.01,False,0,False,False,False
8F8E_XJI,Separate,201,40,0.2736318407960199,False,0,False,False,False
8FAV_4Y5,Separate,201,16,0.5323383084577115,True,53,False,True,True
8FLV_ZB9,Separate,201,9,0.4079601990049751,True,69,False,False,True
8FO5_Y4U,Separate,202,3,0.9801980198019802,True,150,True,True,True
8G0V_YHT,Separate,201,65,0.14427860696517414,False,0,False,True,False
8G6P_API,Separate,200,42,0.19,True,70,True,True,True
8GFD_ZHR,Separate,200,113,0.045,True,1,False,False,True
8HFN_XGC,Separate,202,23,0.7227722772277227,True,12,False,True,True
8HO0_3ZI,Separate,200,8,0.465,False,0,False,False,False
8SLG_G5A,Separate,200,5,0.76,True,7,False,True,True
