complex,seed,rmsd
7Q5I_I0F,17,1.4512
7Q5I_I0F,18,1.6011
7Q5I_I0F,19,1.7336
7Q5I_I0F,2,1.7761
7Q5I_I0F,20,1.8514
7Q5I_I0F,21,0.8327
7Q5I_I0F,22,2.0396
7Q5I_I0F,23,0.8127
7Q5I_I0F,24,1.0452
7Q5I_I0F,25,1.8422
7Q5I_I0F,26,1.7807
7Q5I_I0F,27,1.7741
7Q5I_I0F,28,1.9153
7Q5I_I0F,29,0.9601
7Q5I_I0F,3,1.8752
7Q5I_I0F,30,2.1564
7Q5I_I0F,31,1.1806
7Q5I_I0F,32,1.9164
7Q5I_I0F,33,1.7250
7Q5I_I0F,34,1.8921
7Q5I_I0F,35,1.9229
7Q5I_I0F,36,0.9550
7Q5I_I0F,37,0.8695
7Q5I_I0F,38,1.6585
7Q5I_I0F,39,0.6466
7Q5I_I0F,4,1.6666
7Q5I_I0F,5,0.5764
7Q5I_I0F,6,1.6060
7Q5I_I0F,7,1.0231
7Q5I_I0F,8,1.5645
7Q5I_I0F,9,0.8952
7QE4_NGA,0,1.0474
7QE4_NGA,1,1.1306
7QE4_NGA,10,1.5540
7QE4_NGA,11,2.7319
7QE4_NGA,12,1.2069
7QE4_NGA,13,1.7811
7QE4_NGA,14,1.8866
7QE4_NGA,15,2.7902
7QE4_NGA,16,1.2382
7QE4_NGA,17,1.6074
7QE4_NGA,18,2.5505
7QE4_NGA,19,2.4032
7QE4_NGA,2,1.5454
7QE4_NGA,20,2.0941
7QE4_NGA,21,2.8748
7QE4_NGA,22,2.9570
7QE4_NGA,23,1.7717
7QE4_NGA,24,2.3813
7QE4_NGA,25,2.6817
7QE4_NGA,26,2.5908
7QE4_NGA,27,1.9452
7QE4_NGA,28,2.9764
7QE4_NGA,29,1.7343
7QE4_NGA,3,1.7401
7QE4_NGA,30,1.9659
7QE4_NGA,31,2.8210
7QE4_NGA,32,1.4671
7QE4_NGA,33,3.1629
7QE4_NGA,34,2.8285
7QE4_NGA,35,1.4376
7QE4_NGA,36,2.8369
7QE4_NGA,37,3.6281
7QE4_NGA,38,2.2606
7QE4_NGA,39,2.7761
7QE4_NGA,4,2.7033
7QE4_NGA,5,1.2791
7QE4_NGA,6,2.7147
7QE4_NGA,7,2.9546
7QE4_NGA,8,1.6728
7QE4_NGA,9,1.9314
7QF4_RBF,0,1.1388
7QF4_RBF,1,1.2338
7QF4_RBF,10,1.0400
7QF4_RBF,11,1.3760
7QF4_RBF,12,1.7045
7QF4_RBF,13,3.2031
7QF4_RBF,14,1.4296
7QF4_RBF,15,1.0505
7QF4_RBF,16,1.1342
7QF4_RBF,17,1.0456
7QF4_RBF,18,1.0399
7QF4_RBF,19,1.3960
7QF4_RBF,2,1.0830
7QF4_RBF,20,1.3209
7QF4_RBF,21,6.2677
7QF4_RBF,22,1.1102
7QF4_RBF,23,1.1278
7QF4_RBF,24,1.1625
7QF4_RBF,25,0.9017
7QF4_RBF,26,1.1651
7QF4_RBF,27,1.2918
7QF4_RBF,28,1.1321
7QF4_RBF,29,0.8566
7QF4_RBF,3,1.2892
7QF4_RBF,30,5.5764
7QF4_RBF,31,1.0408
7QF4_RBF,32,1.3623
7QF4_RBF,33,1.4402
7QF4_RBF,34,1.3225
7QF4_RBF,35,4.8843
7QF4_RBF,36,1.2769
7QF4_RBF,37,1.2553
7QF4_RBF,38,5.1725
7QF4_RBF,39,0.9618
7QF4_RBF,4,1.2496
7QF4_RBF,5,4.9442
7QF4_RBF,6,1.2658
7QF4_RBF,7,1.0057
7QF4_RBF,8,1.2618
7QF4_RBF,9,1.9603
7QFM_AY3,0,1.2952
7QFM_AY3,1,3.2358
7QFM_AY3,10,1.6320
7QFM_AY3,11,1.8370
7QFM_AY3,12,2.2898
7QFM_AY3,13,0.9931
7QFM_AY3,14,1.8403
7QFM_AY3,15,3.3806
7QFM_AY3,16,3.2397
7QFM_AY3,17,0.8656
7QFM_AY3,18,3.1105
7QFM_AY3,19,1.0014
7QFM_AY3,2,2.9484
7QFM_AY3,20,2.5552
7QFM_AY3,21,2.7705
7QFM_AY3,22,3.0356
7QFM_AY3,23,0.6770
7QFM_AY3,24,0.9137
7QFM_AY3,25,2.4267
7QFM_AY3,26,1.3471
7QFM_AY3,27,3.1930
7QFM_AY3,28,3.2512
7QFM_AY3,29,0.9022
7QFM_AY3,3,1.9232
7QFM_AY3,30,1.6526
7QFM_AY3,31,3.3139
7QFM_AY3,32,2.1315
7QFM_AY3,33,3.1374
7QFM_AY3,34,1.5958
7QFM_AY3,35,3.2022
7QFM_AY3,36,2.8249
7QFM_AY3,37,1.9804
7QFM_AY3,38,0.9981
7QFM_AY3,39,3.0009
7QFM_AY3,4,1.4769
7QFM_AY3,5,6.3979
7QFM_AY3,6,1.4750
7QFM_AY3,7,3.0273
7QFM_AY3,8,1.2311
7QFM_AY3,9,3.1485
7QGP_DJ8,0,1.3928
7QGP_DJ8,1,1.2338
7QGP_DJ8,10,0.5687
7QGP_DJ8,11,1.2723
7QGP_DJ8,12,1.2833
7QGP_DJ8,13,3.0754
7QGP_DJ8,14,1.4268
7QGP_DJ8,15,1.3586
7QGP_DJ8,16,0.8583
7QGP_DJ8,17,1.7202
7QGP_DJ8,18,0.4264
7QGP_DJ8,19,1.3558
7QGP_DJ8,2,1.3170
7QGP_DJ8,20,2.9461
7QGP_DJ8,21,1.2171
7QGP_DJ8,22,1.0352
7QGP_DJ8,23,2.9589
7QGP_DJ8,24,1.2773
7QGP_DJ8,25,0.4799
7QGP_DJ8,26,1.1283
7QGP_DJ8,27,1.4016
7QGP_DJ8,28,3.6118
7QGP_DJ8,29,1.3048
7QGP_DJ8,3,1.4120
7QGP_DJ8,30,1.1593
7QGP_DJ8,31,0.9994
7QGP_DJ8,32,1.2463
7QGP_DJ8,33,1.1213
7QGP_DJ8,34,0.7746
7QGP_DJ8,35,0.9936
7QGP_DJ8,36,3.5918
7QGP_DJ8,37,1.6621
7QGP_DJ8,38,0.9705
7QGP_DJ8,39,0.6380
7QGP_DJ8,4,1.2820
7QGP_DJ8,5,0.5105
7QGP_DJ8,6,0.7818
7QGP_DJ8,7,3.5997
7QGP_DJ8,8,1.0122
7QGP_DJ8,9,1.9299
7QHG_T3B,0,6.3744
7QHG_T3B,1,6.3097
7QHG_T3B,10,1.7583
7QHG_T3B,11,6.3714
7QHG_T3B,12,6.2538
7QHG_T3B,13,3.0502
7QHG_T3B,14,6.5354
7QHG_T3B,15,6.4285
7QHG_T3B,16,1.5055
7QHG_T3B,17,1.0613
7QHG_T3B,18,4.5151
7QHG_T3B,19,1.7720
7QHG_T3B,2,6.1465
7QHG_T3B,20,6.2948
7QHG_T3B,21,5.4386
7QHG_T3B,22,5.2269
7QHG_T3B,23,6.4296
7QHG_T3B,24,1.4679
7QHG_T3B,25,6.5144
7QHG_T3B,26,1.6052
7QHG_T3B,27,1.2628
7QHG_T3B,28,1.9529
7QHG_T3B,29,6.0473
7QHG_T3B,3,4.7565
7QHG_T3B,30,5.9918
7QHG_T3B,31,1.8199
7QHG_T3B,32,1.3180
7QHG_T3B,33,6.4127
7QHG_T3B,34,5.3448
7QHG_T3B,35,1.2649
7QHG_T3B,36,5.3201
7QHG_T3B,37,6.4827
7QHG_T3B,38,5.4716
7QHG_T3B,39,6.5779
7QHG_T3B,4,5.4355
7QHG_T3B,5,9.7440
7QHG_T3B,6,6.0957
7QHG_T3B,7,6.4244
7QHG_T3B,8,1.7195
7QHG_T3B,9,1.8043
7QHL_D5P,0,1.3227
7QHL_D5P,1,2.9657
7QHL_D5P,10,1.3217
7QHL_D5P,11,1.1064
7QHL_D5P,12,1.2150
7QHL_D5P,13,1.2283
7QHL_D5P,14,3.6831
7QHL_D5P,15,3.5777
7QHL_D5P,16,0.7278
7QHL_D5P,17,1.0264
7QHL_D5P,18,0.8949
7QHL_D5P,19,1.2792
7QHL_D5P,2,3.6929
7QHL_D5P,20,1.4225
7QHL_D5P,21,1.4853
7QHL_D5P,22,1.5812
7QHL_D5P,23,0.7010
7QHL_D5P,24,1.5248
7QHL_D5P,25,2.1557
7QHL_D5P,26,1.6757
7QHL_D5P,27,1.3421
7QHL_D5P,28,1.6582
7QHL_D5P,29,1.8348
7QHL_D5P,3,1.4539
7QHL_D5P,30,2.4919
7QHL_D5P,31,2.1154
7QHL_D5P,32,1.8210
7QHL_D5P,33,1.8597
7QHL_D5P,34,1.1583
7QHL_D5P,35,1.2468
7QHL_D5P,36,0.8361
7QHL_D5P,37,1.6247
7QHL_D5P,38,1.4555
7QHL_D5P,39,0.6897
7QHL_D5P,4,1.0619
7QHL_D5P,5,1.6255
7QHL_D5P,6,3.3952
7QHL_D5P,7,2.8825
7QHL_D5P,8,1.1402
7QHL_D5P,9,3.6369
7QPP_VDX,0,2.6427
7QPP_VDX,1,1.4018
7QPP_VDX,10,1.1823
7QPP_VDX,11,2.0434
7QPP_VDX,12,1.9830
7QPP_VDX,13,1.1571
7QPP_VDX,14,0.9017
7QPP_VDX,15,1.2478
7QPP_VDX,16,1.0261
7QPP_VDX,17,2.5535
7QPP_VDX,18,1.9752
7QPP_VDX,19,0.8157
7QPP_VDX,2,1.9811
7QPP_VDX,20,1.6035
7QPP_VDX,21,1.2207
7QPP_VDX,22,2.8634
7QPP_VDX,23,1.9460
7QPP_VDX,24,2.2609
7QPP_VDX,25,1.0611
7QPP_VDX,26,0.9946
7QPP_VDX,27,2.1040
7QPP_VDX,28,2.3361
7QPP_VDX,29,0.9903
7QPP_VDX,3,1.0147
7QPP_VDX,30,1.4050
7QPP_VDX,31,0.8466
7QPP_VDX,32,2.2760
7QPP_VDX,33,1.8136
7QPP_VDX,34,2.2721
7QPP_VDX,35,1.8037
7QPP_VDX,36,1.1305
7QPP_VDX,37,2.7704
7QPP_VDX,38,2.2297
7QPP_VDX,39,1.8791
7QPP_VDX,4,0.5242
7QPP_VDX,5,1.8944
7QPP_VDX,6,1.3661
7QPP_VDX,7,2.2245
7QPP_VDX,8,2.3343
7QPP_VDX,9,1.8323
7QTA_URI,0,0.5204
7QTA_URI,1,1.4718
7QTA_URI,10,0.7158
7QTA_URI,11,5.4659
7QTA_URI,12,5.3066
7QTA_URI,13,1.2379
7QTA_URI,14,5.4608
7QTA_URI,15,5.4404
7QTA_URI,16,5.4958
7QTA_URI,17,5.3955
7QTA_URI,18,5.3531
7QTA_URI,19,5.2802
7QTA_URI,2,5.1908
7QTA_URI,20,5.1494
7QTA_URI,21,4.9617
7QTA_URI,22,5.0312
7QTA_URI,23,5.3003
7QTA_URI,24,0.9742
7QTA_URI,25,5.3644
7QTA_URI,26,1.2815
7QTA_URI,27,5.5312
7QTA_URI,28,5.3877
7QTA_URI,29,5.3756
7QTA_URI,3,5.3662
7QTA_URI,30,5.3949
7QTA_URI,31,5.5852
7QTA_URI,32,5.2899
7QTA_URI,33,5.4212
7QTA_URI,34,5.2671
7QTA_URI,35,5.2778
7QTA_URI,36,5.6218
7QTA_URI,37,4.9192
7QTA_URI,38,5.4310
7QTA_URI,39,5.2623
7QTA_URI,4,5.5512
7QTA_URI,5,5.3506
7QTA_URI,6,5.2663
7QTA_URI,7,5.5582
7QTA_URI,8,2.3524
7QTA_URI,9,1.2086
7R3D_APR,0,1.8350
7R3D_APR,1,1.7606
7R3D_APR,10,1.6989
7R3D_APR,11,2.1177
7R3D_APR,12,1.9906
7R3D_APR,13,2.0244
7R3D_APR,14,2.4237
7R3D_APR,15,2.6599
7R3D_APR,16,2.4715
7R3D_APR,17,2.1979
7R3D_APR,18,2.9312
7R3D_APR,19,1.4305
7R3D_APR,2,3.4838
7R3D_APR,20,2.5540
7R3D_APR,21,1.9659
7R3D_APR,22,2.3140
7R3D_APR,23,2.3139
7R3D_APR,24,1.7873
7R3D_APR,25,2.4954
7R3D_APR,26,2.8654
7R3D_APR,27,2.5881
7R3D_APR,28,2.7927
7R3D_APR,29,1.7146
7R3D_APR,3,2.8276
7R3D_APR,30,2.3718
7R3D_APR,31,2.7660
7R3D_APR,32,1.6086
7R3D_APR,33,2.4390
7R3D_APR,34,1.6159
7R3D_APR,35,3.3637
7R3D_APR,36,1.9783
7R3D_APR,37,2.8233
7R3D_APR,38,2.4992
7R3D_APR,39,1.3595
7R3D_APR,4,2.4626
7R3D_APR,5,2.7862
7R3D_APR,6,2.6052
7R3D_APR,7,1.1521
7R3D_APR,8,2.7774
7R3D_APR,9,2.8723
7R59_I5F,0,0.4301
7R59_I5F,1,0.6985
7R59_I5F,10,0.5755
7R59_I5F,11,0.6413
7R59_I5F,12,1.7691
7R59_I5F,13,0.4320
7R59_I5F,14,2.2704
7R59_I5F,15,0.6600
7R59_I5F,16,0.4648
7R59_I5F,17,0.5938
7R59_I5F,18,2.5174
7R59_I5F,19,0.9071
7R59_I5F,2,2.4177
7R59_I5F,20,2.2507
7R59_I5F,21,0.6505
7R59_I5F,22,0.4843
7R59_I5F,23,0.7774
7R59_I5F,24,0.6906
7R59_I5F,25,0.8096
7R59_I5F,26,0.6766
7R59_I5F,27,0.5830
7R59_I5F,28,0.7249
7R59_I5F,29,0.5870
7R59_I5F,3,2.4410
7R59_I5F,30,0.5288
7R59_I5F,31,0.4693
7R59_I5F,32,0.3446
7R59_I5F,33,0.4449
7R59_I5F,34,3.1327
7R59_I5F,35,0.4562
7R59_I5F,36,0.5322
7R59_I5F,37,0.4911
7R59_I5F,38,2.1315
7R59_I5F,39,0.6346
7R59_I5F,4,1.8060
7R59_I5F,5,0.6445
7R59_I5F,6,2.3746
7R59_I5F,7,1.1857
7R59_I5F,8,2.4535
7R59_I5F,9,0.7807
7R6J_2I7,0,3.8077
7R6J_2I7,1,2.0781
7R6J_2I7,10,3.4182
7R6J_2I7,11,3.3856
7R6J_2I7,12,4.0802
7R6J_2I7,13,3.7629
7R6J_2I7,14,4.2488
7R6J_2I7,15,2.9854
7R6J_2I7,16,4.2139
7R6J_2I7,17,4.1519
7R6J_2I7,18,3.4031
7R6J_2I7,19,2.1523
7R6J_2I7,2,2.0109
7R6J_2I7,20,3.5920
7R6J_2I7,21,2.3700
7R6J_2I7,22,2.9663
7R6J_2I7,23,3.6717
7R6J_2I7,24,3.5514
7R6J_2I7,25,2.5013
7R6J_2I7,26,1.3593
7R6J_2I7,27,2.7408
7R6J_2I7,28,3.8611
7R6J_2I7,29,3.6450
7R6J_2I7,3,4.8438
7R6J_2I7,30,3.7216
7R6J_2I7,31,3.7595
7R6J_2I7,32,3.7268
7R6J_2I7,33,1.7143
7R6J_2I7,34,3.8849
7R6J_2I7,35,3.5269
7R6J_2I7,36,3.4751
7R6J_2I7,37,2.0316
7R6J_2I7,38,3.6950
7R6J_2I7,39,3.5891
7R6J_2I7,4,3.5624
7R6J_2I7,5,3.8736
7R6J_2I7,6,3.8185
7R6J_2I7,7,3.9787
7R6J_2I7,8,4.4229
7R6J_2I7,9,1.8661
7R7R_AWJ,0,2.6078
7R7R_AWJ,1,2.6943
7R7R_AWJ,10,1.2158
7R7R_AWJ,11,1.2047
7R7R_AWJ,12,1.8118
7R7R_AWJ,13,1.0954
7R7R_AWJ,14,2.2727
7R7R_AWJ,15,2.9886
7R7R_AWJ,16,3.3265
7R7R_AWJ,17,2.8771
7R7R_AWJ,18,2.2553
7R7R_AWJ,19,1.2386
7R7R_AWJ,2,1.4462
7R7R_AWJ,20,1.6140
7R7R_AWJ,21,1.6048
7R7R_AWJ,22,3.3900
7R7R_AWJ,23,1.6368
7R7R_AWJ,24,2.1044
7R7R_AWJ,25,0.8739
7R7R_AWJ,26,3.3668
7R7R_AWJ,27,1.9815
7R7R_AWJ,28,2.5496
7R7R_AWJ,29,1.5592
7R7R_AWJ,3,2.2348
7R7R_AWJ,30,2.2103
7R7R_AWJ,31,2.4487
7R7R_AWJ,32,1.2323
7R7R_AWJ,33,1.3506
7R7R_AWJ,34,0.8464
7R7R_AWJ,35,2.2878
7R7R_AWJ,36,2.5719
7R7R_AWJ,37,1.7691
7R7R_AWJ,38,1.3360
7R7R_AWJ,39,2.0531
7R7R_AWJ,4,1.2081
7R7R_AWJ,5,0.8335
7R7R_AWJ,6,3.2770
7R7R_AWJ,7,0.6948
7R7R_AWJ,8,4.5928
7R7R_AWJ,9,5.9901
7R9N_F97,0,4.8284
7R9N_F97,1,4.4787
7R9N_F97,10,2.6661
7R9N_F97,11,5.1287
7R9N_F97,12,1.5831
7R9N_F97,13,7.3274
7R9N_F97,14,1.2949
7R9N_F97,15,4.5518
7R9N_F97,16,1.3382
7R9N_F97,17,1.1486
7R9N_F97,18,1.1291
7R9N_F97,19,5.0193
7R9N_F97,2,6.4116
7R9N_F97,20,1.3415
7R9N_F97,21,2.7038
7R9N_F97,22,7.8075
7R9N_F97,23,7.4133
7R9N_F97,24,1.4487
7R9N_F97,25,6.5336
7R9N_F97,26,1.0232
7R9N_F97,27,6.9086
7R9N_F97,28,7.7977
7R9N_F97,29,7.9534
7R9N_F97,3,4.5200
7R9N_F97,30,7.2013
7R9N_F97,31,7.7616
7R9N_F97,32,4.8891
7R9N_F97,33,1.0539
7R9N_F97,34,1.4313
7R9N_F97,35,0.9568
7R9N_F97,36,1.2343
7R9N_F97,37,7.3974
7R9N_F97,38,4.2154
7R9N_F97,39,8.2675
7R9N_F97,4,4.7046
7R9N_F97,5,2.0550
7R9N_F97,6,4.4340
7R9N_F97,7,1.3030
7R9N_F97,8,4.6063
7R9N_F97,9,1.8168
7RC3_SAH,0,0.7103
7RC3_SAH,1,1.1046
7RC3_SAH,10,1.1166
7RC3_SAH,11,1.6666
7RC3_SAH,12,0.6864
7RC3_SAH,13,1.4229
7RC3_SAH,14,1.3964
7RC3_SAH,15,0.9989
7RC3_SAH,16,0.9867
7RC3_SAH,17,0.8157
7RC3_SAH,18,1.2382
7RC3_SAH,19,0.8207
7RC3_SAH,2,1.9224
7RC3_SAH,20,0.9233
7RC3_SAH,21,1.1045
7RC3_SAH,22,1.0407
7RC3_SAH,23,2.0012
7RC3_SAH,24,1.0328
7RC3_SAH,25,0.9950
7RC3_SAH,26,1.1863
7RC3_SAH,27,1.0147
7RC3_SAH,28,1.9415
7RC3_SAH,29,2.0310
7RC3_SAH,3,0.9620
7RC3_SAH,30,1.0470
7RC3_SAH,31,0.9745
7RC3_SAH,32,1.1165
7RC3_SAH,33,1.9653
7RC3_SAH,34,0.7642
7RC3_SAH,35,1.7352
7RC3_SAH,36,0.9752
7RC3_SAH,37,2.0460
7RC3_SAH,38,1.2051
7RC3_SAH,39,1.1068
7RC3_SAH,4,0.9872
7RC3_SAH,5,0.7739
7RC3_SAH,6,1.2573
7RC3_SAH,7,1.1049
7RC3_SAH,8,2.0451
7RC3_SAH,9,1.0017
7RH3_59O,0,5.8572
7RH3_59O,1,5.7764
7RH3_59O,10,5.3726
7RH3_59O,11,6.4096
7RH3_59O,12,5.6106
7RH3_59O,13,5.7535
7RH3_59O,14,5.6364
7RH3_59O,15,5.9004
7RH3_59O,16,6.6964
7RH3_59O,17,6.9250
7RH3_59O,18,5.7401
7RH3_59O,19,5.8728
7RH3_59O,2,5.6854
7RH3_59O,20,6.2413
7RH3_59O,21,6.0911
7RH3_59O,22,2.1008
7RH3_59O,23,5.5994
7RH3_59O,24,6.2094
7RH3_59O,25,6.4661
7RH3_59O,26,5.9223
7RH3_59O,27,5.4811
7RH3_59O,28,5.8628
7RH3_59O,29,5.7249
7RH3_59O,3,4.8751
7RH3_59O,30,5.2577
7RH3_59O,31,6.3714
7RH3_59O,32,5.5003
7RH3_59O,33,5.4801
7RH3_59O,34,7.0595
7RH3_59O,35,5.7614
7RH3_59O,36,5.2085
7RH3_59O,37,5.4838
7RH3_59O,38,5.8104
7RH3_59O,39,6.6527
7RH3_59O,4,5.6439
7RH3_59O,5,6.0240
7RH3_59O,6,4.9034
7RH3_59O,7,5.6483
7RH3_59O,8,5.4842
7RH3_59O,9,0.9071
7RKW_5TV,0,6.1039
7RKW_5TV,1,6.4793
7RKW_5TV,10,6.3540
7RKW_5TV,11,2.6320
7RKW_5TV,12,4.7345
7RKW_5TV,13,6.1818
7RKW_5TV,14,6.4736
7RKW_5TV,15,1.0617
7RKW_5TV,16,6.5190
7RKW_5TV,17,2.2855
7RKW_5TV,18,1.2238
7RKW_5TV,19,1.9145
7RKW_5TV,2,6.3597
7RKW_5TV,20,3.1023
7RKW_5TV,21,6.2625
7RKW_5TV,22,4.8468
7RKW_5TV,23,2.5334
7RKW_5TV,24,6.4935
7RKW_5TV,25,6.2680
7RKW_5TV,26,6.3023
7RKW_5TV,27,6.6421
7RKW_5TV,28,6.3363
7RKW_5TV,29,2.2357
7RKW_5TV,3,1.5817
7RKW_5TV,30,6.3298
7RKW_5TV,31,6.3743
7RKW_5TV,32,6.3366
7RKW_5TV,33,1.8225
7RKW_5TV,34,2.0151
7RKW_5TV,35,6.2746
7RKW_5TV,36,4.8548
7RKW_5TV,37,6.3055
7RKW_5TV,38,6.4222
7RKW_5TV,39,6.6236
7RKW_5TV,4,6.5593
7RKW_5TV,5,1.5962
7RKW_5TV,6,1.6468
7RKW_5TV,7,1.8229
7RKW_5TV,8,1.9367
7RKW_5TV,9,4.7668
7RNI_60I,0,2.1996
7RNI_60I,1,3.4333
7RNI_60I,10,2.7077
7RNI_60I,11,3.5144
7RNI_60I,12,3.6362
7RNI_60I,13,8.9808
7RNI_60I,14,2.4781
7RNI_60I,15,2.2032
7RNI_60I,16,2.2736
7RNI_60I,17,3.6071
7RNI_60I,18,2.2687
7RNI_60I,19,3.9698
7RNI_60I,2,3.5964
7RNI_60I,20,5.6898
7RNI_60I,21,3.3015
7RNI_60I,22,3.5481
7RNI_60I,23,3.5098
7RNI_60I,24,3.4738
7RNI_60I,25,3.9300
7RNI_60I,26,3.7573
7RNI_60I,27,2.6903
7RNI_60I,28,2.4597
7RNI_60I,29,2.4442
7RNI_60I,3,2.5554
7RNI_60I,30,2.8841
7RNI_60I,31,4.1582
7RNI_60I,32,1.8258
7RNI_60I,33,1.8503
7RNI_60I,34,3.9109
7RNI_60I,35,3.4887
7RNI_60I,36,3.6728
7RNI_60I,37,3.7064
7RNI_60I,38,4.5664
7RNI_60I,39,2.5890
7RNI_60I,4,1.8471
7RNI_60I,5,3.6597
7RNI_60I,6,7.0872
7RNI_60I,7,6.2691
7RNI_60I,8,3.0331
7RNI_60I,9,4.7250
7ROR_69X,0,2.3703
7ROR_69X,1,1.8563
7ROR_69X,10,0.9742
7ROR_69X,11,1.9082
7ROR_69X,12,1.6406
7ROR_69X,13,1.8972
7ROR_69X,14,1.6897
7ROR_69X,15,0.8076
7ROR_69X,16,1.4572
7ROR_69X,17,2.2515
7ROR_69X,18,0.8934
7ROR_69X,19,0.8135
7ROR_69X,2,2.8046
7ROR_69X,20,2.1409
7ROR_69X,21,1.2364
7ROR_69X,22,1.8649
7ROR_69X,23,1.2005
7ROR_69X,24,1.7197
7ROR_69X,25,1.0124
7ROR_69X,26,3.1131
7ROR_69X,27,2.9879
7ROR_69X,28,1.9670
7ROR_69X,29,1.3788
7ROR_69X,3,1.4033
7ROR_69X,30,1.2557
7ROR_69X,31,1.8869
7ROR_69X,32,1.2467
7ROR_69X,33,1.6791
7ROR_69X,34,3.1242
7ROR_69X,35,0.9655
7ROR_69X,36,2.5083
7ROR_69X,37,0.9287
7ROR_69X,38,0.9890
7ROR_69X,39,2.0555
7ROR_69X,4,1.8826
7ROR_69X,5,2.0373
7ROR_69X,6,0.9598
7ROR_69X,7,0.8182
7ROR_69X,8,1.2434
7ROR_69X,9,1.2840
7ROU_66I,0,1.2375
7ROU_66I,1,1.0855
7ROU_66I,10,0.8690
7ROU_66I,11,1.3524
7ROU_66I,12,1.7351
7ROU_66I,13,1.3623
7ROU_66I,14,0.9531
7ROU_66I,15,1.2322
7ROU_66I,16,2.5716
7ROU_66I,17,1.3827
7ROU_66I,18,1.5531
7ROU_66I,19,1.2915
7ROU_66I,2,3.7118
7ROU_66I,20,1.5939
7ROU_66I,21,1.5561
7ROU_66I,22,1.3907
7ROU_66I,23,1.9434
7ROU_66I,24,1.0345
7ROU_66I,25,0.8640
7ROU_66I,26,2.8375
7ROU_66I,27,3.2304
7ROU_66I,28,1.7736
7ROU_66I,29,3.9479
7ROU_66I,3,1.0937
7ROU_66I,30,1.8843
7ROU_66I,31,1.5295
7ROU_66I,32,1.3640
7ROU_66I,33,1.4272
7ROU_66I,34,1.3045
7ROU_66I,35,1.3386
7ROU_66I,36,1.6115
7ROU_66I,37,3.1772
7ROU_66I,38,1.1631
7ROU_66I,39,3.3383
7ROU_66I,4,3.2994
7ROU_66I,5,0.9343
7ROU_66I,6,2.4851
7ROU_66I,7,2.9066
7ROU_66I,8,1.8940
7ROU_66I,9,1.4464
7RSV_7IQ,0,0.6576
7RSV_7IQ,1,0.8843
7RSV_7IQ,10,1.8962
7RSV_7IQ,11,1.6770
7RSV_7IQ,12,1.4433
7RSV_7IQ,13,5.9782
7RSV_7IQ,14,0.8966
7RSV_7IQ,15,0.4230
7RSV_7IQ,16,1.6806
7RSV_7IQ,17,1.6108
7RSV_7IQ,18,0.4044
7RSV_7IQ,19,1.5265
7RSV_7IQ,2,1.5021
7RSV_7IQ,20,1.6555
7RSV_7IQ,21,0.8311
7RSV_7IQ,22,2.6468
7RSV_7IQ,23,1.6119
7RSV_7IQ,24,1.6965
7RSV_7IQ,25,0.8021
7RSV_7IQ,26,1.6349
7RSV_7IQ,27,1.7097
7RSV_7IQ,28,1.5112
7RSV_7IQ,29,1.6923
7RSV_7IQ,3,0.6607
7RSV_7IQ,30,6.4145
7RSV_7IQ,31,6.0595
7RSV_7IQ,32,1.6691
7RSV_7IQ,33,2.2712
7RSV_7IQ,34,0.8747
7RSV_7IQ,35,1.2969
7RSV_7IQ,36,0.9161
7RSV_7IQ,37,0.8381
7RSV_7IQ,38,2.5852
7RSV_7IQ,39,1.2027
7RSV_7IQ,4,1.6279
7RSV_7IQ,5,1.6319
7RSV_7IQ,6,1.5028
7RSV_7IQ,7,1.5884
7RSV_7IQ,8,0.9170
7RSV_7IQ,9,1.0670
7RWS_4UR,0,8.8650
7RWS_4UR,1,9.0140
7RWS_4UR,10,8.3319
7RWS_4UR,11,9.3264
7RWS_4UR,12,5.3167
7RWS_4UR,13,9.3820
7RWS_4UR,14,9.2765
7RWS_4UR,15,1.8877
7RWS_4UR,16,9.5322
7RWS_4UR,17,3.3867
7RWS_4UR,18,3.6628
7RWS_4UR,19,8.8927
7RWS_4UR,2,2.2965
7RWS_4UR,20,3.5090
7RWS_4UR,21,9.2650
7RWS_4UR,22,8.3002
7RWS_4UR,23,9.3355
7RWS_4UR,24,3.9501
7RWS_4UR,25,8.2913
7RWS_4UR,26,4.2070
7RWS_4UR,27,4.0672
7RWS_4UR,28,3.6556
7RWS_4UR,29,9.0878
7RWS_4UR,3,9.1755
7RWS_4UR,30,3.7812
7RWS_4UR,31,1.2648
7RWS_4UR,32,4.1859
7RWS_4UR,33,2.5432
7RWS_4UR,34,8.7345
7RWS_4UR,35,2.1315
7RWS_4UR,36,8.7336
7RWS_4UR,37,5.5447
7RWS_4UR,38,2.6944
7RWS_4UR,39,9.4525
7RWS_4UR,4,8.2729
7RWS_4UR,5,1.8497
7RWS_4UR,6,8.5248
7RWS_4UR,7,9.1800
7RWS_4UR,8,2.0239
7RWS_4UR,9,8.1058
7RZL_NPO,0,2.8219
7RZL_NPO,1,3.9267
7RZL_NPO,10,4.0792
7RZL_NPO,11,2.9440
7RZL_NPO,12,2.5109
7RZL_NPO,13,3.9264
7RZL_NPO,14,3.8278
7RZL_NPO,15,2.6813
7RZL_NPO,16,4.1847
7RZL_NPO,17,2.8855
7RZL_NPO,18,3.9869
7RZL_NPO,19,4.0423
7RZL_NPO,2,2.9281
